"ViolationID","BuildingID","RegistrationID","BoroID","Borough","HouseNumber","LowHouseNumber","HighHouseNumber","StreetName","StreetCode","Postcode","Apartment","Story","Block","Lot","Class","InspectionDate","ApprovedDate","OriginalCertifyByDate","OriginalCorrectByDate","NewCertifyByDate","NewCorrectByDate","CertifiedDate","OrderNumber","NOVID","NOVDescription","NOVIssuedDate","CurrentStatusID","CurrentStatus","CurrentStatusDate","NovType","ViolationStatus","RentImpairing","Latitude","Longitude","CommunityBoard","CouncilDistrict","CensusTract","BIN","BBL","NTA"
"16395362","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","APT2","2","11106","59","B","11/17/2023","11/17/2023","01/08/2024","12/25/2023",,,,"802","8758370","§ 27-2005 ADMIN. CODE: PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE REGLAZE BATHTUB IN THE BATHROOM LOCATED AT APT APT2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","11/20/2023","2","NOV SENT OUT","11/20/2023","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"16393432","416905","403166","4","QUEENS","36-16","36-16","36-16","30 STREET","7940","11106",,"0","342","29","C","11/16/2023","11/16/2023","11/30/2023","11/23/2023",,,,"672","8748102","§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCK AT CELLAR AT CELLAR","11/17/2023","2","NOV SENT OUT","11/17/2023","Original","Open","N","40.756551","-73.930896","1","26","51","4004141","4003420029","Queensbridge-Ravenswood-Dutch Kills"
"16518571","421330","400117","4","QUEENS","32-02","32-02","32-02G","34 AVENUE","8440","11106","5B","3","609","27","C","12/13/2023","12/13/2023","01/14/2024","01/09/2024",,,,"568","8847088","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","12/14/2023","47","NOTICE OF ISSUANCE SENT TO TENANT","12/14/2023","Original","Open","N","40.759227","-73.926327","1","26","57","4008195","4006090027","Astoria (Central)"
"16656914","821258","425726","4","QUEENS","34-28","34-28","34-28","10 STREET","5640","11106",,"3","324","39","B","02/07/2024","02/07/2024","03/28/2024","03/14/2024",,,,"538","8933682","§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF CONSISTING OF HOUSEHOLD ITEMS AT PUBLIC HALL, 3rd STORY","02/08/2024","2","NOV SENT OUT","02/08/2024","Original","Open","Y","40.764298","-73.939003","1","26","39","4462878","4003240039","Queensbridge-Ravenswood-Dutch Kills"
"16529205","416843","401225","4","QUEENS","34-08","34-02","34-12","30 STREET","7940","11106","B44","4","585","29","B","12/18/2023","12/18/2023","02/06/2024","01/23/2024",,,,"501","8853827","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE PILOT LIGHT AT OVEN IN THE KITCHEN LOCATED AT APT B44, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''B'', AT EAST","12/19/2023","28","INVALID CERTIFICATION","02/05/2024","Original","Open","N","40.759733","-73.928319","1","22","53","4007355","4005850029","Astoria (Central)"
"10115951","421850","401097","4","QUEENS","35-01","35-01","35-15","34 STREET","8540","11106","B41","4","638","19","C","01/29/2014","01/30/2014","03/05/2014","02/28/2014",,,,"616","4770851","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FROM SOUTH AT WEST WALL IN THE 4th ROOM FROM EAST LOCATED AT APT B41, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/31/2014","20","DEFECT LETTER ISSUED","12/22/2015","Original","Open","N","40.756768","-73.926279","1","26","57","4009584","4006380019","Astoria (Central)"
"13979805","978084","432235","4","QUEENS","23-20A","23-20A","23-20A","BROADWAY","37290","11106","4A","4","566","36","B","01/11/2021","01/12/2021","03/03/2021","02/17/2021",,,,"702","7062308","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH","01/13/2021","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","05/27/2026","Original","Open","N","40.764310","-73.930054","1","22","53","4538506","4005660036","Astoria (Central)"
"13979816","978084","432235","4","QUEENS","23-20A","23-20A","23-20A","BROADWAY","37290","11106","4A","4","566","36","A","01/11/2021","01/12/2021","05/02/2021","04/18/2021",,,,"529","7062307","§ 27-2005 ADM CODE REFIT THE SLIDING DOOR WINDOW IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH","01/13/2021","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","05/27/2026","Original","Open","N","40.764310","-73.930054","1","22","53","4538506","4005660036","Astoria (Central)"
"19007938","416846","400198","4","QUEENS","34-17","34-17","34-19","30 STREET","7940","11106","4N","4","607","18","C","06/15/2026","06/15/2026","07/17/2026","07/12/2026",,,,"568","10537151","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4N, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","06/16/2026","47","NOTICE OF ISSUANCE SENT TO TENANT","06/16/2026","Original","Open","N","40.759637","-73.928373","1","22","57","4008133","4006070018","Astoria (Central)"
"17038030","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","2","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"869","9203684","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038031","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","2","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"808","9203684","§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR AT ALL WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038033","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","2","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"807","9203684","§ 27-2005 ADMIN. CODE: REPAIR THE ROOF SO THAT IT WILL NOT LEAK ABOVE CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038035","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","2","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"801","9203684","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE VINYL FLOOR TILES IN THE 1st ROOM FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038036","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","2","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"802","9203684","§ 27-2005 ADMIN. CODE: PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC WALL TILES AT WEST WALL IN THE KITCHEN LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038040","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","1","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"868","9203683","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038041","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","1","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"869","9203683","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038042","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","1","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"1503","9203683","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038043","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","1","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"807","9203683","§ 27-2005 ADMIN. CODE: REPAIR THE ROOF SO THAT IT WILL NOT LEAK ABOVE CEILING IN THE BATHROOM LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038044","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","1","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"802","9203683","§ 27-2005 ADMIN. CODE: PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD ENTRANCE DOOR IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038045","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","1","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"801","9203683","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LOWER WINDOW SASH SPRING BALANCE AT EAST 1 WINDOW IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"17038046","662527","919276","4","QUEENS","218-36","218-36","218-36","HEMPSTEAD AVENUE","49190","11429","1","2","11106","59","B","06/11/2024","06/12/2024","08/01/2024","07/18/2024",,,,"801","9203683","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE NORTH 2 WINDOW LOWER WINDOW SASH SPRING BALANCE IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","06/13/2024","2","NOV SENT OUT","06/13/2024","Original","Open","N","40.713637","-73.736974","13","27","540","4239328","4111060059","Queens Village"
"16537817","420636","408987","4","QUEENS","32-42","32-42","32-42","33 STREET","8390","11106","E7","5","612","53","C","12/15/2023","12/19/2023","01/18/2024","01/13/2024",,,,"622","8855542","§ 27-2056.7, 27-2056.8, 27-2056.9 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY PERFORMING ACTIVITIES NECESSARY TO ABATE TESTED LEAD-BASED PAINT FROM REQUIRED WINDOW AND/OR DOOR FRICTION SURFACES FOR APARTMENT AND MAKE FLOORS SMOOTH AND CLEANABLE, POSITIVE LEAD-BASED PAINT IN AN APARTMENT WITH A CHILD UNDER SIX LOCATED AT APT E7, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION ''WEST''","12/20/2023","2","NOV SENT OUT","12/20/2023","Original","Open","N","40.760823","-73.924127","1","22","59","4008345","4006120053","Astoria (Central)"
"17261431","1002756","433876","4","QUEENS","23-11","23-11","23-11","31 ROAD","80900","11106","209","2","569","17","C","09/11/2024","09/13/2024","10/17/2024","10/12/2024",,,,"568","9338387","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 209, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST","09/16/2024","47","NOTICE OF ISSUANCE SENT TO TENANT","09/16/2024","Original","Open","N","40.765808","-73.928818","1","22","75","4619746","4005690017","Astoria (Central)"
"14606620","417719","924465","4","QUEENS","23-44","23-44","23-44","31 DRIVE","8040","11106","1","0","567","43","B","10/02/2021","10/03/2021","11/22/2021","11/08/2021",,,,"508","7500432","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR APPROX 8 SQ FT AT THE CEILING IN THE 3rd ROOM FROM EAST LOCATED AT APT 1, 1st APARTMENT FROM WEST AT NORTH","10/04/2021","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","10/31/2023","Original","Open","N","40.765168","-73.929295","1","22","75","4430884","4005670043","Astoria (Central)"
"14606621","417719","924465","4","QUEENS","23-44","23-44","23-44","31 DRIVE","8040","11106","1","0","567","43","B","10/02/2021","10/03/2021","11/22/2021","11/08/2021",,,,"508","7500432","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR APPROX 2 SQ FT AT THE WEST WALL IN THE FOYER LOCATED AT APT 1, 1st APARTMENT FROM WEST AT NORTH","10/04/2021","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","10/31/2023","Original","Open","N","40.765168","-73.929295","1","22","75","4430884","4005670043","Astoria (Central)"
"5355345","422949","400643","4","QUEENS","31-18","31-18","31-18","35 STREET","8640","11106","3A","2","624","50","C","02/14/2005","02/15/2005","03/19/2005","03/14/2005","04/02/2005","03/28/2005",,"617","2346130","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) SOUTH WALL IN THE KITCHEN LOCATED AT APT 3A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","02/16/2005","20","DEFECT LETTER ISSUED","05/09/2017","Original","Open","N","40.762174","-73.920826","1","22","61","4008971","4006240050","Astoria (Central)"
"18662099","943122","430429","4","QUEENS","12-07","12-07","12-07","31 AVENUE","7990","11106","1A","1","517","21","C","02/23/2026","02/23/2026","03/08/2026","02/24/2026",,,,"666","10296033","§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","02/24/2026","2","NOV SENT OUT","02/24/2026","Original","Open","Y","40.768692","-73.933100","1","22","79","4532191","4005170021","Old Astoria-Hallets Point"
"16736909","418166","409939","4","QUEENS","36-30","36-30","36-30","31 STREET","8140","11106","4F","4","599","44","B","03/12/2024","03/12/2024","05/01/2024","04/17/2024",,,,"502","8985223","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES IN THE BATHROOM LOCATED AT APT 4F, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","03/13/2024","2","NOV SENT OUT","03/13/2024","Original","Open","N","40.755999","-73.930236","1","26","51","4007874","4005990044","Queensbridge-Ravenswood-Dutch Kills"
"16736910","418166","409939","4","QUEENS","36-30","36-30","36-30","31 STREET","8140","11106",,"1","599","44","B","03/12/2024","03/12/2024","05/01/2024","04/17/2024",,,,"538","8985222","§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF ELECTRIC SCOOTER AT PUBLIC HALL, 1st STORY","03/13/2024","2","NOV SENT OUT","03/13/2024","Original","Open","Y","40.755999","-73.930236","1","26","51","4007874","4005990044","Queensbridge-Ravenswood-Dutch Kills"
"16736911","418166","409939","4","QUEENS","36-30","36-30","36-30","31 STREET","8140","11106",,"1","599","44","A","03/12/2024","03/12/2024","06/30/2024","06/16/2024",,,,"484","8985220","§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY","03/13/2024","2","NOV SENT OUT","03/13/2024","Original","Open","N","40.755999","-73.930236","1","26","51","4007874","4005990044","Queensbridge-Ravenswood-Dutch Kills"
"16736912","418166","409939","4","QUEENS","36-30","36-30","36-30","31 STREET","8140","11106",,"0","599","44","A","03/12/2024","03/12/2024","06/30/2024","06/16/2024",,,,"500","8985220","§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD.","03/13/2024","2","NOV SENT OUT","03/13/2024","Original","Open","N","40.755999","-73.930236","1","26","51","4007874","4005990044","Queensbridge-Ravenswood-Dutch Kills"
"16736913","418166","409939","4","QUEENS","36-30","36-30","36-30","31 STREET","8140","11106",,"0","599","44","A","03/12/2024","03/12/2024","06/30/2024","06/16/2024",,,,"1501","8985220","§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.","03/13/2024","2","NOV SENT OUT","03/13/2024","Original","Open","N","40.755999","-73.930236","1","26","51","4007874","4005990044","Queensbridge-Ravenswood-Dutch Kills"
"16739821","415711","414255","4","QUEENS","35-48","35-48","35-48","29 STREET","7740","11106",,"0","340","43","B","03/10/2024","03/12/2024","05/01/2024","04/17/2024",,,,"538","8985216","§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF FURNITURE 1ST STORY PUBLIC HALL AT PUBLIC HALL","03/13/2024","2","NOV SENT OUT","03/13/2024","Original","Open","Y","40.758123","-73.930725","1","26","53","4004093","4003400043","Astoria (Central)"
"16739823","415711","414255","4","QUEENS","35-48","35-48","35-48","29 STREET","7740","11106",,"0","340","43","B","03/10/2024","03/12/2024","05/01/2024","04/17/2024",,,,"538","8985216","§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF FLOWER POTS AND HOUSEHOLD ITEMS 3RD STORY PUBLIC HALL AT PUBLIC HALL","03/13/2024","2","NOV SENT OUT","03/13/2024","Original","Open","Y","40.758123","-73.930725","1","26","53","4004093","4003400043","Astoria (Central)"
"16742844","403294","413830","4","QUEENS","31-25","31-25","31-25","14 STREET","6090","11106","2ND FL","2","532","23","C","03/13/2024","03/13/2024","04/14/2024","04/09/2024",,,,"569","8987273","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 2ND FL, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","03/14/2024","47","NOTICE OF ISSUANCE SENT TO TENANT","03/14/2024","Original","Open","N","40.767630","-73.932516","1","22","77","4005856","4005320023","Old Astoria-Hallets Point"
"13777093","967001","431555","4","QUEENS","23-22","23-22","23-22","BROADWAY","37290","11106","CELLAR","0","566","136","B","08/21/2020","08/24/2020","10/13/2020","09/29/2020",,,,"761","6939115","§ 27-2081 ADM CODE DISCONTINUE USE OF ROOMS FOR LIVING, DISCONNECT PLUMBING FIXTURES AND PROPERLY SEAL PIPE CONNECTIONS WATER CLOSET , WASH BASIN , SHOWER STALL AND KITCHEN SINK IN THE ENTIRE APARTMENT LOCATED AT CELLAR APT CELLAR","08/25/2020","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","05/27/2026","Original","Open","N","40.764307","-73.930054","1","22","53","4538508","4005660136","Astoria (Central)"
"13777098","967001","431555","4","QUEENS","23-22","23-22","23-22","BROADWAY","37290","11106","CELLAR","0","566","136","B","08/21/2020","08/24/2020","10/13/2020","09/29/2020",,,,"741","6939115","§ 27-2070 ADM CODE DISCONTINUE UNLAWFUL COOKING SPACE OR FILE PLANS AND APPLICATION WITH THIS DEPARTMENT TO LEGALIZE SAME, IF LAWFULLY FEASIBLE, ELECTRIC RANGE AT KITCHEN IN THE ENTIRE APARTMENT LOCATED AT CELLAR APT CELLAR","08/25/2020","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","05/27/2026","Original","Open","Y","40.764307","-73.930054","1","22","53","4538508","4005660136","Astoria (Central)"
"16257880","423906","411225","4","QUEENS","31-76","31-76","31-76","36 STREET","8740","11106","3R","3","648","71","B","09/27/2023","09/28/2023","11/17/2023","11/03/2023",,,,"1503","8659723","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST","09/29/2023","2","NOV SENT OUT","09/29/2023","Original","Open","N","40.760629","-73.920976","1","22","61","4009826","4006480071","Astoria (Central)"
